Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
6335	13,13,13,13,13	0.36642494797706604,0.23836667835712433,0.23836667835712433,0.23836667835712433,0.13535073399543762	2,2,2,2,2	3,3,3,3,3	5,5,5,5,5	4,4,4,4,4	3.29,3.29,3.29,3.29,3.29	2,2,2,2,2	1,1,1,1,1	0,2020,3346,4394,6325	0,0,0,0,1	0,0,0,0,2	0,7,0,0,5	8621.json
1181	3	0.08328939229249954	0	0	0	1	1.89	0	0	0	0	0	0	8451.json
810	20,24	0.0012477498967200518,2.705682418309152E-4	0,1	0,1	0,2	3,5	4.83,5.53	3,4	10,12	0,717	0,6	0,8	0,290	2326.json
4735	10,11,11,10,10,11,15,15,13	0.008952244184911251,0.10397420823574066,0.10398586094379425,0.11446721106767654,0.11446721106767654,0.2549751102924347,0.12929590046405792,0.12929590046405792,0.12252479791641235	5,5,5,5,5,5,6,6,5	5,5,5,5,5,5,6,6,5	10,10,10,10,10,10,12,12,10	3,3,3,3,3,3,4,4,3	2.53,3.85,3.85,2.8,2.8,2.67,2.4,2.4,2.37	1,1,1,1,1,1,1,1,1	9,6,6,6,6,6,7,7,7	0,371,419,1746,2793,3275,3774,3919,4046	0,7,0,0,0,5,7,0,1	0,12,0,0,0,8,9,0,5	0,169,19,66,0,58,294,0,45	9021.json
5103	3,3,3,3,3,3	0.2271093726158142,0.22782854735851288,0.21940281987190247,0.21940281987190247,0.22392067313194275,0.22392067313194275	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	0.0,1.89,3.77,3.77,1.89,1.89	0,0,0,0,0,0	1,1,1,1,1,1	0,786,787,787,2114,3161	0,1,3,0,0,0	0,2,6,0,0,0	0,13,17,0,10,0	6139.json
6185	3,3,3,3,3,3,3	0.5411496162414551,0.5531752109527588,0.5531752109527588,0.5531752109527588,0.5531752109527588,0.5531752109527588,0.5531752109527588	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,0,0,0,0,0,0	1,1,1,1,1,1,1	3.77,1.89,1.89,1.89,1.89,1.89,1.89	0,0,0,0,0,0,0	1,1,1,1,1,1,1	0,663,1869,1869,3196,4243,5367	0,0,0,0,0,0,0	0,0,0,0,0,0,0	0,17,0,0,0,0,0	9166.json
5655	3,3,3,3,3	0.8886641263961792,0.8886641263961792,0.8886641263961792,0.8886641263961792,0.6105496883392334	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1.89,1.89,1.89,1.89,1.89	0,0,0,0,0	0,0,0,0,2	0,1389,2666,3718,5233	0,0,0,0,1	0,0,0,0,2	0,0,0,0,17	2826.json
4345	5,5,5,5	0.20974351465702057,0.20974351465702057,0.20974351465702057,0.20974351465702057	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	3.92,3.92,3.92,3.92	0,0,0,0	2,2,2,2	0,77,1356,2403	0,0,0,0	0,0,0,0	0,0,0,0	8223.json
945	8,8,8,8,8,8,8,8,8,8,8	0.008977456949651241,0.008259808644652367,0.00828313734382391,0.00828313734382391,0.00828313734382391,0.00884548295289278,0.008962446823716164,0.008332209661602974,0.008332209661602974,0.008332209661602974,0.007918504998087883	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	2,2,2,2,2,2,2,2,2,2,2	2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4	1,1,1,1,1,1,1,1,1,1,1	4,3,3,3,3,3,3,3,3,3,3	0,0,0,1,17,17,28,64,76,79,111	0,2,1,0,0,8,1,8,0,0,1	0,4,2,0,0,16,2,16,0,0,2	0,23,15,0,0,38,10,32,0,0,7	1947.json
406	5,5	0.0018740656087175012,0.002019176259636879	2,3	1,2	3,5	2,2	2.99,2.99	1,1	4,4	0,0	0,1	0,2	0,16	8515.json
3698	3,3,3	0.010624515824019909,0.010624515824019909,0.010624515824019909	0,0,0	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	1,1,1	0,709,1756	0,0,0	0,0,0	0,0,0	5971.json
733	3	0.8273277282714844	0	0	0	1	1.89	0	0	0	0	0	0	7090.json
160	3,3	0.02361559122800827,0.022470852360129356	0,0	0,0	0,0	1,1	1.89,1.89	0,0	1,1	0,2	0,2	0,4	0,24	5052.json
1152	19,17,17,17,17,20,20	0.012345720082521439,0.03874247893691063,0.04828716441988945,0.03825652599334717,0.03825652599334717,0.023177171126008034,0.023177171126008034	4,5,5,5,5,6,7	3,3,3,3,3,4,4	7,8,8,8,8,10,11	5,5,5,5,5,6,6	7.48,5.84,2.92,2.92,2.92,3.2,3.2	2,2,2,2,2,2,2	17,9,9,9,9,11,11	0,7,15,15,34,118,119	0,1,1,1,1,4,1	0,5,2,2,2,5,2	0,187,171,19,0,122,14	4638.json
