Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
441	13,12	0.20513610541820526,0.001467695808969438	3,3	2,2	5,5	3,3	5.29,5.12	1,1	3,2	0,0	0,1	0,3	0,99	4421.json
1497	47,45,45,49,52,52,59,60,60,66,73,74,74,77,79,79,79,79,78,78,81	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	3,3,3,4,4,4,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10	4,4,4,5,5,5,9,9,9,10,11,11,11,11,11,11,11,11,11,11,12	7,7,7,9,9,9,17,17,17,18,20,20,20,20,20,20,20,20,20,20,22	5,5,5,6,6,6,7,7,7,9,10,10,10,10,10,10,10,10,10,10,11	11.54,11.64,11.64,9.86,9.82,9.82,9.5,9.42,9.42,9.15,9.91,9.88,9.88,10.37,10.42,10.42,10.42,10.42,10.48,10.48,10.34	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	18,17,17,20,22,22,27,27,27,30,32,34,34,37,38,38,38,38,38,38,40	0,169,180,419,447,447,453,453,539,607,674,693,694,894,894,894,894,894,894,1007,1391	0,1,1,12,7,2,10,3,1,8,17,2,1,6,8,5,1,1,4,1,5	0,4,2,18,9,4,10,5,2,8,27,3,2,8,12,10,2,2,9,2,5	0,104,13,327,321,8,534,56,12,367,145,50,11,434,319,80,13,19,93,25,203	526.json
880	3,3,3,3,3,3	0.5909733176231384,0.5909733176231384,0.5909733176231384,0.5746510028839111,0.5746510028839111,0.5746510028839111	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	3.77,3.77,3.77,3.77,3.77,3.77	0,0,0,0,0,0	1,1,1,1,1,1	0,0,0,0,85,278	0,0,0,1,0,0	0,0,0,2,0,0	0,0,0,15,0,0	5648.json
1862	3,3	0.31295543909072876,0.2960059642791748	0,0	0,0	0,0	1,1	3.77,3.77	0,0	0,0	0,365	0,3	0,6	0,3	403.json
889	15,15,15,15,15,20,23,26,22,16,15,15	0.027639443054795265,0.027639443054795265,0.027639443054795265,0.017758872359991074,0.01701231300830841,0.0017375419847667217,0.03394145891070366,0.015589643269777298,7.287785992957652E-4,0.07241188734769821,0.04892808198928833,0.048930466175079346	1,1,1,1,1,2,2,2,1,2,2,2	4,4,4,4,4,6,6,7,6,2,2,2	5,5,5,5,5,8,8,9,7,4,4,4	4,4,4,4,4,6,8,9,8,3,3,3	6.4,6.4,6.4,6.4,6.4,6.45,8.04,7.71,7.6,5.89,6.01,6.01	3,3,3,3,3,4,3,3,2,2,2,2	5,5,5,5,5,7,7,8,9,6,6,6	0,0,94,94,232,232,287,287,287,287,482,483	0,0,0,4,2,5,20,3,6,19,3,3	0,0,0,8,4,6,37,3,16,38,7,6	0,0,0,24,4,159,364,58,327,640,192,3	5855.json
825	12,12,10,10,10	0.011581942439079285,0.011581942439079285,0.008332542143762112,0.008972951211035252,0.006722912658005953	1,1,0,0,0	1,1,0,0,0	2,2,0,0,0	2,2,1,1,1	4.62,4.62,3.2,3.2,3.2	1,1,0,0,0	9,9,9,9,9	0,9,243,276,411	0,0,3,1,2	0,0,8,2,4	0,0,58,9,18	2736.json
407	3	0.9245914220809937	0	0	0	1	3.77	0	1	0	0	0	0	1737.json
1602	36,43,56,56,56,56	0.0,0.0,0.0,0.0,0.0,0.0	4,6,9,9,9,9	4,5,8,8,8,8	8,11,17,17,17,17	8,9,11,11,11,11	9.54,11.86,10.95,10.75,10.75,10.75	4,5,5,5,5,5	13,17,21,21,21,21	0,0,0,20,338,405	0,33,20,2,1,1	0,58,22,5,2,2	0,316,898,88,4,6	2569.json
581	3,3	0.0,0.0	0,0	0,0	0,0	1,1	3.77,3.77	0,0	0,0	0,57	0,0	0,0	0,0	4673.json
413	5,5,5,7,7	0.0333663709461689,0.0333663709461689,0.0333663709461689,0.005499381572008133,0.008041983470320702	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	3.92,3.92,3.92,3.61,3.61	0,0,0,0,0	3,3,3,7,7	0,28,28,28,97	0,0,0,6,1	0,0,0,8,2	0,0,0,223,73	4545.json
