Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
317	21,11,13,15,9	0.012897293083369732,0.017744937911629677,0.0025130442809313536,7.891264394856989E-4,0.08588982373476028	2,2,2,2,0	1,1,1,1,0	3,3,3,3,0	5,3,3,3,3	14.67,7.9,7.38,5.99,7.33	4,2,2,2,2	6,3,5,7,4	0,25,32,116,183	0,1,2,3,5	0,13,2,3,16	0,359,94,166,514	6722.json
480	15,7	0.030848998576402664,0.3332245349884033	2,1	2,1	4,2	3,2	14.45,6.05	2,1	3,1	0,141	0,1	0,10	0,320	2775.json
1587	10,9,9,9,9,9	0.0018904743483290076,0.0036101459991186857,0.004906152840703726,0.004906152840703726,0.0043921940959990025,0.004906152840703726	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	3.2,3.33,3.33,3.33,3.33,3.33	0,0,0,0,0,0	6,5,5,5,5,5	0,30,525,737,850,850	0,1,1,0,1,1	0,3,2,0,2,2	0,74,22,0,17,17	9383.json
1479	8,8,7	0.02295535057783127,0.02295535057783127,0.013943690806627274	0,0,0	0,0,0	0,0,0	2,2,2	5.66,5.66,5.11	1,1,1	3,3,3	0,628,1265	0,0,1	0,0,2	0,0,11	4661.json
2319	3,3,3,3,3	0.7627410292625427,0.7654753923416138,0.7508001923561096,0.7508001923561096,0.7508001923561096	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1.89,3.77,3.77,3.77,3.77	0,0,0,0,0	0,0,0,0,0	0,28,132,726,1469	0,0,3,0,0	0,0,6,0,0	0,28,3,0,0	3188.json
317	4,7	0.024014290422201157,0.277024507522583	0,0	0,0	0,0	1,2	6.63,5.66	0,1	1,2	0,183	0,7	0,10	0,171	6724.json
2474	3,3,3,3,3,3,3,3,3,3,3,3,3,3	0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186,0.7074628472328186	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1	3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,5,75,75,75,75,93,93,93,258,287,845,891,1624	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	4933.json
1377	3,3	0.6049475073814392,0.6049475073814392	0,0	0,0	0,0	1,1	3.77,3.77	0,0	0,0	0,527	0,0	0,0	0,0	2847.json
754	3,3	0.00211326009593904,0.057503435760736465	0,0	0,0	0,0	1,1	3.77,3.77	0,0	0,0	0,0	0,1	0,2	0,4	981.json
870	3,3	0.8122656941413879,0.8122656941413879	0,0	0,0	0,0	1,1	3.77,3.77	0,0	0,0	0,20	0,0	0,0	0,0	3641.json
