Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
1365	6	0.2770112454891205	0	0	0	1	4.0	0	2	0	0	0	0	564.json
1497	4,4,4,4	0.2901453673839569,0.2702752351760864,0.38632911443710327,0.42072996497154236	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	3.46,3.46,3.46,3.46	0,0,0,0	0,1,1,1	0,0,194,1046	0,1,1,1	0,2,2,2	0,17,9,2	296.json
1292	4,4	0.13906551897525787,0.1463278830051422	0,0	0,0	0,0	1,1	3.46,3.46	0,0	2,2	0,50	0,1	0,2	0,6	1595.json
1387	12,14,9	0.29901787638664246,0.3165481388568878,0.3538717031478882	3,3,2	3,3,2	6,6,4	3,3,2	5.12,4.75,5.03	1,1,1	6,6,4	0,0,2	0,5,2	0,8,9	0,12,135	1701.json
406	4	0.7746880650520325	0	0	0	1	3.46	0	0	0	0	0	0	578.json
1450	4,4	0.6048224568367004,0.6486702561378479	0,0	0,0	0,0	1,1	3.46,3.46	0,0	0,0	0,919	0,1	0,2	0,7	115.json
1350	5	0.03890670835971832	0	0	0	1	3.92	0	2	0	0	0	0	1134.json
1494	4,4,4	0.8016893863677979,0.8016893863677979,0.8016893863677979	0,0,0	0,0,0	0,0,0	1,1,1	3.46,3.46,3.46	0,0,0	0,0,0	0,0,207	0,0,0	0,0,0	0,0,0	2044.json
1305	21,21,4,4	0.07874003797769547,0.09718162566423416,0.07630456984043121,0.020651254802942276	4,3,0,0	3,3,0,0	7,6,0,0	5,5,1,1	6.0,6.0,3.46,3.46	2,2,0,0	9,8,1,1	0,211,555,575	0,1,1,1	0,2,21,2	0,10,323,7	1601.json
1549	19,26,28,31,31,39,39,40,38,38,38,58,58,58,58,51,51,51,51,51,51,51,51,51,51,51	0.0018780954414978623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	2,3,3,3,3,4,4,4,4,4,4,5,5,6,6,5,5,6,6,9,9,9,9,9,9,9	2,6,7,7,7,10,10,10,10,10,10,10,10,12,12,11,11,11,11,11,11,11,12,11,11,11	4,9,10,10,10,14,14,14,14,14,14,15,15,18,18,16,16,17,17,20,20,20,21,20,20,20	3,7,8,8,8,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,10,9,9,9	4.5,4.39,5.9,5.82,5.82,5.9,5.9,5.88,5.96,5.96,5.96,5.79,5.79,5.79,5.79,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55	1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	11,15,16,15,18,21,23,23,21,21,21,25,25,26,26,24,24,24,24,30,34,36,38,36,36,36	0,17,17,43,53,57,57,57,161,246,257,303,305,315,316,369,369,455,812,942,943,943,943,945,945,1098	0,16,9,14,3,8,2,1,1,3,8,25,2,1,1,2,1,1,2,7,2,2,1,1,2,3	0,25,16,25,6,8,4,1,4,6,16,28,4,2,2,11,2,2,4,14,4,4,2,2,3,6	0,476,68,127,80,191,85,11,47,49,66,367,60,63,1,121,6,59,12,85,54,28,53,50,157,10	797.json
