Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
2231	96,96,96,97,136,136,136,139,139,144,146,148,152,152,156,158,137,139,139,139,138,140,140,155,158,155,155,155,147,148,144,142,142,142,171,176,176,182,183,182,183,184,182	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	27,27,27,27,35,35,35,36,36,36,36,36,33,33,33,33,33,33,33,33,33,33,33,35,35,36,37,37,31,31,31,31,31,31,33,34,34,34,34,34,34,34,33	25,24,24,24,34,34,34,37,37,37,37,37,46,46,47,47,36,37,37,37,37,37,37,41,42,47,47,47,42,42,41,41,41,41,48,49,49,52,53,52,53,54,53	52,51,51,51,69,69,69,73,73,73,73,73,79,79,80,80,69,70,70,70,70,70,70,76,77,83,84,84,73,73,72,72,72,72,81,83,83,86,87,86,87,88,86	23,23,23,23,32,32,32,34,34,36,36,36,46,46,47,47,35,36,36,36,36,36,36,40,41,44,45,45,39,39,38,36,36,36,45,45,45,48,48,48,48,48,47	4.08,4.08,4.08,4.06,4.6,4.6,4.6,5.4,5.4,5.33,5.33,5.3,5.2,5.2,5.18,5.3,5.46,5.47,5.47,5.43,5.43,6.82,6.91,6.7,6.68,6.71,6.71,6.71,10.96,10.96,11.06,10.07,10.97,10.97,11.09,10.95,10.95,10.57,10.62,10.57,10.62,10.67,10.67	2,2,2,2,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	24,24,24,25,27,27,27,27,27,26,28,30,31,32,32,32,30,30,30,30,29,29,29,35,35,39,40,40,36,36,35,35,35,35,42,44,44,47,47,47,47,47,48	0,219,219,219,240,257,265,267,328,337,354,355,400,416,416,416,416,495,508,578,748,765,811,909,931,931,977,978,999,1003,1003,1004,1024,1068,1150,1265,1565,1753,1772,1772,1772,1787,2032	0,4,3,4,54,3,2,54,3,8,3,4,71,1,6,5,27,7,1,2,0,122,4,30,5,7,2,1,82,2,0,14,2,1,69,24,1,9,2,1,2,3,1	0,8,6,7,68,6,4,101,6,11,4,5,129,2,6,5,81,12,2,5,2,242,8,33,5,16,5,2,179,3,6,32,4,2,107,39,2,10,3,3,3,5,4	0,80,24,66,1759,67,10,797,15,171,80,101,2421,8,264,325,2432,139,2,154,44,1666,38,1414,148,419,188,5,3121,31,209,187,63,3,2410,1264,10,347,93,93,93,102,64	13831.json
2723	27,28,28,12	0.3974682092666626,0.43460729718208313,0.43460729718208313,0.3438337445259094	4,4,4,1	4,4,4,1	8,8,8,2	7,7,7,2	2.93,2.9,2.9,4.13	2,2,2,2	4,4,4,3	0,0,5,12	0,2,0,6	0,2,0,34	0,23,0,367	4080.json
4340	3,3,3,3,3,3,3,3,6,3,3	0.615717351436615,0.615717351436615,0.6280532479286194,0.6280532479286194,0.6280532479286194,0.5921559929847717,0.5921559929847717,0.5921559929847717,0.7426736950874329,0.32718920707702637,0.6667051911354065	0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,2,0,0	1,1,1,1,1,1,1,1,2,1,1	1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,2.75,1.89,1.89	0,0,0,0,0,0,0,0,1,0,0	1,1,1,1,1,1,1,1,0,1,1	0,0,2,1218,1238,1402,1402,1404,1404,1442,1567	0,0,2,0,0,1,0,0,4,2,1	0,0,4,0,0,2,0,0,5,7,2	0,0,14,0,0,9,0,0,86,90,30	15553.json
1714	3,3,3	0.7793025374412537,0.7805082201957703,0.7805082201957703	0,0,0	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	3,3,3	0,180,287	0,2,0	0,4,0	0,5,0	16091.json
2750	4,4	0.19270440936088562,0.19270440936088562	0,0	0,0	0,0	1,1	2.0,2.0	0,0	2,2	0,849	0,0	0,0	0,0	12381.json
1979	4	0.0	0	0	0	1	3.32	0	1	0	0	0	0	10055.json
101	3	0.7421380877494812	0	0	0	1	1.89	0	1	0	0	0	0	284.json
1503	3	0.6136530637741089	0	0	0	1	1.89	0	1	0	0	0	0	5979.json
1709	3	0.07563129812479019	0	0	0	1	1.89	0	1	0	0	0	0	2978.json
650	3,3	0.2306068390607834,0.24495188891887665	0,0	0,0	0,0	1,1	1.89,1.89	0,0	1,1	0,14	0,1	0,2	0,6	14067.json
