Age	SLOCStandard	Readability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	ChangeDates	NewAdditions	DiffSizes	EditDistances	file
3364	7,7,5,6,5,6,6,6,6,28,28,12	0.0021548632066696882,0.001103040063753724,0.0018007593462243676,0.0012695908080786467,0.0018007593462243676,0.0012695908080786467,0.0013123467797413468,0.0017430451698601246,0.0015817596577107906,0.0,0.0,0.0	0,0,0,0,0,0,0,0,0,3,3,0	0,0,0,0,0,0,0,0,0,3,3,0	0,0,0,0,0,0,0,0,0,6,6,0	1,1,1,1,1,1,1,1,1,7,7,2	1.98,1.98,1.96,2.0,1.96,2.0,2.0,2.0,2.0,4.12,4.12,4.38	0,0,0,0,0,0,0,0,0,1,1,0	2,2,2,3,2,3,3,2,2,22,23,25	0,14,145,151,151,151,417,595,1039,1416,1437,1516	0,1,2,2,1,2,1,2,2,28,5,14	0,2,5,3,3,3,2,4,4,30,10,43	0,12,152,86,86,86,7,33,31,1467,84,1358	15454.json
366	7	0.06261222809553146	3	3	6	4	5.41	0	1	0	0	0	0	9166.json
1362	8	0.7653126120567322	1	1	2	2	2.65	0	5	0	0	0	0	8223.json
3793	4	0.06019914895296097	0	0	0	1	1.73	0	1	0	0	0	0	13338.json
1601	19,19,21,21,21	0.0,0.0,0.0,0.0,0.0	7,7,7,7,7	6,6,6,6,6	13,13,13,13,13	5,5,5,5,5	2.35,2.35,4.88,4.88,4.88	1,1,1,1,1	15,15,17,17,17	0,63,66,225,299	0,1,3,5,5	0,2,4,10,10	0,7,113,96,96	12352.json
1025	43,43	0.0,0.0	4,4	4,4	8,8	6,6	3.49,3.49	2,2	15,15	0,982	0,1	0,2	0,3	1947.json
1830	12	0.20604079961776733	0	0	0	1	2.56	1	5	0	0	0	0	8515.json
1809	8	0.9625321626663208	2	2	4	3	2.8	0	1	0	0	0	0	18062.json
2324	4,4,4	0.4156588017940521,0.4563538730144501,0.8302780985832214	0,0,0	0,0,0	0,0,0	1,1,1	1.73,1.73,1.73	0,0,0	1,1,1	0,277,295	0,2,4	0,4,8	0,20,42	5971.json
1457	4,4	0.07959488779306412,0.07777751982212067	0,0	0,0	0,0	1,1	1.73,1.73	0,0	1,1	0,225	0,1	0,2	0,6	15668.json
2688	4,4,4	0.6746247410774231,0.6550089716911316,0.3830946683883667	0,0,0	0,0,0	0,0,0	1,1,1	1.73,1.73,1.73	0,0,0	2,2,3	0,928,1068	0,1,1	0,2,2	0,5,33	20154.json
1025	4,4	0.04086028411984444,0.03147893026471138	0,0	0,0	0,0	1,1	1.73,1.73	0,0	1,3	0,659	0,4	0,8	0,121	11369.json
1743	7	0.3787831664085388	1	1	2	2	3.33	0	3	0	0	0	0	7090.json
1694	24,24,24	0.0,0.0,0.0	6,5,5	4,4,4	10,9,9	4,4,4	15.61,15.61,15.61	1,1,1	9,9,9	0,311,1509	0,1,2	0,2,4	0,9,39	15333.json
1785	6	0.0633702352643013	2	1	3	2	2.98	0	3	0	0	0	0	4638.json
2362	4,4	0.6551733613014221,0.6383726000785828	0,0	0,0	0,0	1,1	1.73,1.73	0,0	0,0	0,195	0,4	0,8	0,16	23396.json
1947	16	0.10024984180927277	1	1	2	3	4.52	1	6	0	0	0	0	22924.json
1828	4	0.5168591737747192	0	0	0	1	1.73	0	2	0	0	0	0	16310.json
366	1	0.8301531076431274	0	0	0	1	0.0	0	0	0	0	0	0	10080.json
3322	4	0.6898764371871948	0	0	0	1	1.73	0	1	0	0	0	0	16178.json
1683	9,9,9	0.09531985223293304,0.09966757148504257,0.10300526767969131	2,2,2	2,2,2	4,4,4	3,3,3	3.77,3.77,3.77	1,1,1	4,4,4	0,329,452	0,4,1	0,8,2	0,41,8	17049.json
