LANGUAGE,COUNTRY,READING_DISORDER,CURRENT_DEV,CURRENT_UNDERGRAD,CURRENT_GRAD,KNOWLEDGE_ENLISH,KNOWLEDGE_JAVA,EXP_PROGRAMMING,EXP_JAVA,EXP_PROFESSIONAL,IMPORTANCE_NESTING,IMPORTANCE_DOWHILE,READ_TIME,ANSWER_TIME,READABILITY_RATING,QUESTION_CORRECTNESS,COMPREHENSION_CONFIDENCE,LOGICAL_CORRECTNESS,PROBLEM
Spanish,Colombia,2,2,1,2,2,4,3,1,6,1,5,97260,205635,5,Correct,14,1,r2p4s2
English,USA,2,2,1,2,5,3,2,1,5,1,3,130394,199079,4,Incorrect,17,1,r2p4s2
English,USA,2,2,1,2,4,2,2,2,5,3,3,138840,80653,3,Incorrect,16,2,r2p4s2
Spanish,Colombia,2,2,2,2,2,3,2,1,5,1,2,145045,176857,3,Incorrect,16,1,r2p4s2
Spanish,Colombia,2,2,1,2,5,2,3,1,5,1,1,154523,34139,4,Incorrect,16,1,r2p4s2
Spanish,Colombia,2,2,1,2,4,4,4,4,5,3,3,2538,4701,3,Correct,15,1,r2p4s2
Spanish,Colombia,2,1,2,1,4,4,4,2,9,2,4,184000,112584,4,Correct,15,1,r2p4s2
Spanish,Colombia,2,1,2,2,4,4,2,3,7,2,2,146625,66208,4,Correct,18,1,r2p4s2
Spanish,Colombia,2,2,2,2,3,3,2,3,7,3,3,48804,46328,3,Correct,15,1,r2p4s2
Spanish,Colombia,2,2,1,2,4,3,2,1,5,1,2,48561,51262,5,Correct,18,1,r2p4s2
Spanish,Colombia,2,2,2,1,3,4,3,3,7,2,3,146401,285870,3,Correct,16,1,r2p4s2
English,USA,2,2,1,2,5,3,3,1,5,2,2,123320,91963,5,Correct,18,1,r2p4s2
English,USA,2,2,1,2,5,2,3,1,5,2,1,38918,36224,4,Incorrect,14,1,r2p4s2
Spanish,Colombia,2,2,1,2,4,3,3,1,8,2,2,202993,75133,3,Correct,16,1,r2p4s2
Spanish,Colombia,2,2,1,2,5,4,4,2,5,1,3,67988,32809,3,Correct,18,1,r2p4s2
Spanish,Colombia,2,2,1,2,2,3,2,1,5,3,1,129940,124838,4,Incorrect,16,1,r2p4s2
Spanish,Colombia,2,2,2,1,4,2,2,1,7,2,5,157050,236046,5,Correct,16,1,r2p4s2
Spanish,Colombia,2,2,1,2,4,3,2,2,5,2,2,154713,45279,4,Correct,15,1,r2p4s2
Spanish,Colombia,2,1,1,2,4,3,3,2,5,1,2,106056,44376,3,Incorrect,14,1,r2p4s2
Spanish,Colombia,2,2,2,1,2,4,2,2,6,1,1,83754,166885,4,Incorrect,15,1,r2p4s2
Spanish,Colombia,2,2,1,2,5,3,3,3,5,2,2,220930,183159,3,Correct,14,1,r2p4s2
English,USA,2,2,1,2,4,3,2,1,5,2,3,86107,73286,2,Incorrect,17,1,r2p4s2
English,USA,2,2,1,2,5,2,2,1,5,2,3,128774,66398,3,Correct,15,1,r2p4s2
Spanish,Colombia,2,1,1,2,4,4,3,3,7,1,2,213263,205862,4,Correct,18,2,r2p4s3
Spanish,Colombia,2,2,1,2,3,4,3,2,5,1,4,5951,226873,5,Incorrect,14,1,r2p4s3
Spanish,Colombia,2,2,1,2,3,3,3,2,5,1,2,72476,63129,3,Incorrect,14,2,r2p4s3
Spanish,Colombia,2,1,1,2,3,3,2,1,7,1,1,135339,189053,1,Correct,16,2,r2p4s3
Spanish,Colombia,2,2,1,2,4,2,2,1,5,2,2,142530,149301,4,Incorrect,15,1,r2p4s3
Spanish,Germany,2,1,2,2,3,3,2,2,6,1,2,75023,43115,4,Incorrect,15,1,r2p4s3
Spanish,Colombia,2,2,1,2,5,3,2,2,5,1,2,91435,77309,1,Correct,18,1,r2p4s3
Spanish,USA,2,2,2,1,5,4,4,4,5,2,2,59188,83865,4,Correct,18,2,r2p4s3
English,USA,2,2,1,2,5,2,4,1,5,2,2,53092,261952,5,Correct,14,2,r2p4s3
English,USA,2,2,1,2,5,2,2,1,5,2,3,58209,63099,3,Correct,14,2,r2p4s3
English,USA,2,1,1,2,5,2,3,1,6,1,2,56158,43937,4,Incorrect,15,1,r2p4s3
Spanish,Colombia,2,1,1,1,4,4,4,4,8,1,2,101365,141602,4,Incorrect,18,1,r2p4s3
Spanish,Colombia,2,2,1,2,5,3,3,2,5,2,2,33481,47086,5,Incorrect,14,2,r2p4s3
Spanish,Colombia,2,2,1,2,3,3,2,1,5,1,3,105085,118228,4,Correct,18,2,r2p4s3
Spanish,Colombia,2,2,1,2,3,4,2,2,5,1,3,86630,111625,5,Correct,14,2,r2p4s3
Spanish,Colombia,2,1,1,1,4,4,4,3,6,1,2,63966,86332,3,Correct,14,2,r2p4s3
Spanish,Colombia,2,2,1,2,2,2,2,1,6,3,3,43499,41186,3,Correct,15,1,r2p4s3
Spanish,Colombia,2,2,1,2,4,3,2,2,5,1,3,90419,95185,4,Incorrect,15,1,r2p4s3
English,USA,2,2,1,2,4,1,2,1,5,3,3,76442,13913,3,Incorrect,16,1,r2p4s3
English,USA,2,1,2,2,5,3,3,1,6,1,1,59916,48746,4,Correct,14,2,r2p4s3
English,USA,2,2,1,2,5,3,2,2,5,1,1,120618,78214,4,Incorrect,14,1,r2p4s3
Spanish,Colombia,2,1,2,1,4,4,4,4,9,1,1,76149,170414,3,Correct,18,2,r2p4s3
Spanish,Colombia,2,1,2,2,3,3,2,1,6,3,3,137934,46112,3,Correct,15,1,r2p4s3
Spanish,Colombia,2,2,1,2,3,3,3,3,6,1,2,130890,113980,2,Correct,17,2,r2p4s3
Spanish,Colombia,2,1,1,2,5,3,4,2,5,1,2,51263,93071,5,Correct,18,2,r2p4s3
Spanish,Colombia,2,2,2,1,1,1,1,1,5,1,1,9422,6443,1,Incorrect,18,1,r2p4s3
Spanish,Colombia,2,1,1,2,3,2,3,1,7,1,3,40068,134419,5,Correct,18,1,r2p4s3
Spanish,Colombia,2,2,1,2,2,3,2,1,5,3,3,98191,35896,4,Correct,15,1,r2p4s3
Spanish,Colombia,2,2,1,2,3,4,2,2,5,1,5,112938,35479,5,Incorrect,18,1,r2p4s3
English,USA,2,2,1,2,5,1,4,1,6,2,2,92311,48916,4,Incorrect,14,1,r2p4s3
English,USA,2,2,1,2,5,3,2,1,5,1,2,66241,169916,4,Incorrect,15,2,r2p4s3
English,USA,2,2,1,2,5,2,3,1,5,1,5,269747,65885,4,Correct,14,2,r2p4s3
English,USA,2,1,1,2,5,3,4,2,8,1,2,54923,86598,4,Correct,18,2,r2p4s3
Spanish,Colombia,2,2,1,2,2,3,3,1,5,1,5,29605,157034,3,Correct,18,2,r2p4s3
Spanish,Colombia,2,1,1,2,5,5,4,3,6,3,3,90079,106287,3,Correct,18,2,r2p4s3
Spanish,Colombia,2,2,1,2,3,3,2,2,5,1,3,216055,58702,4,Correct,18,1,r2p4s3
Spanish,Colombia,2,1,2,1,2,4,4,4,9,1,2,79434,62050,5,Incorrect,16,2,r2p4s3
Spanish,Colombia,2,2,1,2,4,3,3,2,6,1,3,68405,155939,3,Correct,14,2,r2p4s3
Spanish,Colombia,2,2,1,2,2,4,3,3,5,1,3,68530,115835,4,Correct,18,1,r2p4s3
Spanish,Colombia,2,2,1,2,2,3,2,2,5,2,3,49649,60472,3,Incorrect,15,1,r2p4s3
Spanish,Colombia,2,2,1,2,4,4,3,3,6,2,1,86261,67997,4,Incorrect,14,2,r2p4s3
Spanish,Colombia,2,1,2,1,5,5,4,2,9,1,3,28457,52887,5,Incorrect,14,1,r2p4s3
English,USA,2,2,1,2,5,3,3,3,5,2,3,73794,95945,3,Incorrect,14,1,r2p4s3
English,USA,2,2,1,2,4,2,2,1,5,1,3,41889,97279,5,Incorrect,14,2,r2p4s3
English,USA,2,1,1,2,5,2,3,1,7,2,2,48275,42569,3,Incorrect,16,1,r2p4s3
German,Germany,2,2,2,2,5,4,4,4,5,2,4,92160,72994,3,Correct,14,2,r2p4s3
Spanish,Colombia,2,1,2,1,5,4,3,2,8,1,3,105188,133446,4,Correct,18,2,r2p4s3
Spanish,Colombia,2,2,1,2,5,4,2,2,5,2,3,132373,201453,4,Correct,18,2,r2p4s3
Spanish,Colombia,2,2,1,2,3,3,2,2,5,1,1,124751,282251,3,Correct,14,2,r2p4s3
Spanish,Colombia,1,2,2,2,1,2,1,1,5,1,2,30869,25678,4,Incorrect,16,1,r2p4s3
Spanish,Colombia,2,2,2,2,1,1,1,1,6,2,3,114208,140111,4,Correct,14,2,r2p4s3
Spanish,USA,2,2,2,1,5,5,4,2,7,1,1,111175,80290,1,Correct,18,2,r2p4s3
Spanish,Colombia,2,1,2,1,4,3,4,2,9,1,2,252791,88357,5,Correct,14,2,r2p4s3
Spanish,Colombia,2,2,1,2,4,4,4,3,5,1,2,65920,45663,4,Correct,14,1,r2p4s3
English,USA,2,2,1,2,5,2,3,1,6,2,2,16030,227751,4,Correct,14,2,r2p4s3
Spanish,Colombia,2,1,2,1,4,3,4,2,9,2,1,90091,325758,4,Correct,18,2,r2p4s3
Spanish,Colombia,2,1,1,2,3,3,2,1,7,3,3,324879,46161,4,Incorrect,15,1,r2p4s3
Spanish,Colombia,2,2,1,2,4,3,3,2,5,1,5,126462,174316,5,Correct,18,2,r2p4s3
Spanish,Colombia,2,2,1,2,5,4,2,2,5,2,2,113291,207897,3,Correct,18,2,r2p4s3
Spanish,Colombia,2,1,2,1,4,4,4,2,8,2,1,29296,39193,4,Incorrect,18,1,r2p4s3
Spanish,Colombia,2,2,1,2,4,4,2,2,5,2,2,142299,129918,5,Correct,18,2,r2p4s3
Spanish,Colombia,2,2,1,2,2,3,1,2,5,3,2,163314,23975,4,Correct,15,2,r2p4s3
Spanish,Colombia,2,1,2,2,5,2,4,1,9,1,2,49521,834202,4,Correct,17,2,r2p4s3
Spanish,Colombia,2,2,1,2,4,3,3,2,5,1,3,145369,51876,3,Correct,14,1,r2p4s3
English,USA,2,1,2,2,5,3,4,2,7,1,3,88141,132641,4,Correct,18,2,r2p4s3
English,USA,2,2,1,2,5,4,3,2,5,2,3,21357,191788,4,Correct,18,2,r2p4s3
English,USA,2,2,1,2,4,3,2,1,5,2,3,7557,221498,3,Correct,15,2,r2p4s3
Spanish,Colombia,2,2,1,2,5,4,3,3,5,2,1,36865,43260,2,Incorrect,18,1,r2p4s4
Spanish,Colombia,2,2,1,2,3,3,2,2,5,2,3,177032,82992,3,Correct,14,2,r2p4s4
Spanish,Colombia,2,2,1,2,3,4,2,2,6,2,2,208450,171373,4,Correct,15,2,r2p4s4
Spanish,Colombia,2,1,1,2,4,4,2,2,6,2,1,141740,114845,4,Incorrect,14,2,r2p4s4
Spanish,Colombia,2,1,1,2,4,4,2,1,6,3,3,91776,161071,3,Correct,14,2,r2p4s4
Spanish,Colombia,2,2,1,2,3,3,1,1,5,1,1,203210,228546,3,Correct,14,2,r2p4s4
Spanish,Colombia,2,1,1,2,4,4,4,4,7,1,2,153882,78457,3,Incorrect,15,2,r2p4s4
Spanish,Colombia,2,1,1,2,4,4,3,2,6,1,5,195605,121747,4,Correct,16,2,r2p4s4
Arabic,USA,2,2,2,1,4,4,4,2,5,1,3,254142,174426,2,Correct,18,2,r2p4s4
Telugu,India,2,2,2,1,4,3,2,1,5,2,4,101492,115639,3,Correct,14,2,r2p4s4
English,USA,2,2,1,2,5,3,2,1,5,1,1,117087,99297,4,Correct,15,2,r2p4s4
Spanish,Colombia,2,2,1,2,3,3,2,1,5,2,2,143638,100843,3,Correct,14,2,r2p4s4
Spanish,Colombia,2,2,1,2,4,3,1,2,5,2,1,260093,180345,3,Correct,15,2,r2p4s4
Spanish,Colombia,2,2,2,1,4,5,3,3,5,2,3,177180,63206,4,Correct,18,2,r2p4s4
Spanish,Argentina,2,2,2,1,3,2,3,1,7,1,2,109116,81366,3,Correct,15,2,r2p4s4
Spanish,Colombia,2,1,2,2,3,4,2,4,9,1,3,514843,234129,3,Correct,18,2,r2p4s4
Spanish,Colombia,2,2,1,2,4,4,2,2,5,1,3,204555,79329,4,Correct,18,2,r2p4s4
Spanish,Colombia,2,2,1,2,5,3,2,1,5,1,5,100937,122363,3,Incorrect,18,1,r2p4s4
Spanish,Colombia,2,2,1,2,4,4,2,2,5,2,3,100035,174693,4,Correct,15,2,r2p4s4
English,USA,2,2,1,2,5,3,3,1,5,1,2,64684,53414,3,Incorrect,16,1,r2p4s4
English,USA,2,2,1,2,5,2,2,1,5,2,2,40958,55726,3,Correct,15,1,r2p4s4
Spanish,Colombia,2,1,2,1,4,4,2,4,9,1,3,57206,75050,4,Incorrect,14,1,r2p4s4
Spanish,Colombia,2,2,1,2,4,4,2,2,5,1,3,86311,102047,4,Correct,14,2,r2p4s4
Spanish,Colombia,2,2,1,2,2,3,1,1,5,1,5,90775,111931,3,Correct,18,2,r2p4s4
Spanish,Colombia,2,1,2,1,2,3,4,4,9,1,3,59219,48021,4,Incorrect,18,1,r2p4s4
Spanish,Colombia,2,2,1,2,5,3,2,2,5,1,3,68067,127311,4,Correct,14,2,r2p4s4
Spanish,Colombia,2,1,1,2,2,3,2,2,7,2,5,215861,104643,2,Correct,14,2,r2p4s4
Spanish,Colombia,2,1,1,2,4,4,4,4,8,2,2,59538,62568,5,Correct,14,2,r2p4s4
Spanish,Colombia,2,2,1,2,3,3,1,2,5,3,3,214701,122006,3,Correct,15,2,r2p4s4
English,USA,2,2,1,2,5,2,2,1,5,2,2,66981,72465,4,Correct,14,2,r2p4s4
English,USA,2,2,1,2,5,3,2,1,5,1,2,109814,227127,4,Incorrect,14,2,r2p4s4
English,USA,2,2,1,2,5,3,2,2,5,1,3,101571,26228,2,Correct,16,1,r2p4s4
English,USA,2,2,1,2,5,4,4,2,5,2,5,68150,63912,5,Correct,18,2,r2p4s4
English,USA,2,1,1,2,5,3,4,3,7,1,1,74225,80507,4,Incorrect,14,1,r2p4s4
Spanish,Colombia,2,1,2,1,5,5,4,3,8,3,3,120384,147363,4,Correct,15,2,r2p4s4
Spanish,Colombia,2,2,1,1,5,3,3,2,5,1,3,123900,84510,4,Correct,18,2,r2p4s4
Spanish,Colombia,2,2,2,1,4,4,2,2,6,1,1,82537,95565,5,Incorrect,18,1,r2p4s4
Spanish,Colombia,2,2,1,1,5,4,3,3,5,1,3,96443,36827,4,Correct,18,2,r2p4s4
Spanish,Colombia,2,2,1,2,4,4,3,2,5,1,3,49632,88758,5,Correct,18,2,r2p4s4
Spanish,Colombia,2,2,1,2,2,4,3,2,8,3,5,220145,209486,3,Correct,15,2,r2p4s4
Spanish,Colombia,2,2,1,2,3,4,1,2,5,1,2,195982,96640,3,Correct,14,2,r2p4s4
Spanish,Colombia,2,2,2,2,4,3,2,2,5,2,2,100609,112397,4,Correct,15,1,r2p4s4
English,USA,2,2,1,2,5,3,3,2,7,2,2,35391,37528,4,Incorrect,15,1,r2p4s4
English,USA,2,2,1,2,5,5,3,1,7,1,3,90537,72832,4,Correct,18,2,r2p4s4
English,USA,2,2,1,2,5,2,2,1,6,2,4,44162,38102,4,Correct,14,1,r2p4s4
Spanish,Colombia,2,2,1,2,5,3,3,2,5,2,2,168425,37403,3,Correct,14,1,r2p4s4
French,France,2,2,2,1,5,4,3,3,5,2,1,71119,257539,3,Correct,18,2,r2p4s4
Spanish,Colombia,2,2,1,2,3,3,3,3,5,1,3,119582,265246,4,Incorrect,15,2,r2p4s4
Spanish,Colombia,2,2,1,2,3,4,2,2,5,1,3,102806,77129,3,Incorrect,15,1,r2p4s4
Spanish,Colombia,2,2,1,2,3,4,2,2,5,1,1,50318,51230,5,Incorrect,14,1,r2p4s4
Spanish,Colombia,2,2,1,2,4,4,3,2,6,1,3,123196,22491,4,Incorrect,15,1,r2p4s4
Spanish,Colombia,2,2,1,2,4,3,2,2,5,3,2,211445,163146,4,Correct,15,2,r2p4s4
Spanish,Colombia,2,2,1,2,3,3,2,2,5,2,2,2830,9778,3,Correct,17,1,r2p4s4
Arabic,Suadi Arabia,2,2,1,2,3,2,2,1,5,3,4,42044,313858,4,Incorrect,14,2,r2p4s4
English,USA,2,2,1,2,5,4,3,1,6,1,4,24386,197688,3,Correct,18,2,r2p4s4
English,USA,2,2,1,2,5,3,3,2,5,2,3,122394,84690,4,Correct,14,1,r2p4s4
English,USA,2,1,1,2,5,2,4,1,6,2,3,81470,29050,2,Incorrect,15,2,r2p4s4
English,USA,2,1,1,2,5,5,3,2,7,1,2,90431,42108,4,Incorrect,14,1,r2p4s4
Spanish,Colombia,2,2,1,2,5,4,4,3,5,1,1,77165,55257,3,Correct,14,2,r2p4s4
Spanish,Colombia,2,1,2,1,3,4,3,3,8,1,3,143048,114695,3,Correct,15,1,r2p4s4
Spanish,Colombia,2,2,1,2,3,2,1,1,5,1,3,126889,67870,4,Incorrect,15,1,r2p4s4
Spanish,Colombia,2,2,1,2,5,4,1,2,5,1,2,55240,73409,5,Incorrect,15,2,r2p4s4
Spanish,Colombia,2,2,1,2,3,3,2,2,5,3,4,3431,9724,3,Incorrect,15,1,r2p4s4
Spanish,Colombia,2,2,1,2,4,4,2,2,5,2,1,97304,20984,4,Incorrect,15,1,r2p4s4
English,USA,2,2,1,2,5,2,2,1,5,3,2,91742,80165,3,Correct,14,2,r2p4s4
English,USA,2,2,1,2,5,3,4,1,6,2,3,48763,57462,3,Correct,18,2,r2p4s4
English,USA,2,2,1,2,5,3,4,2,5,3,3,41237,28586,5,Incorrect,14,1,r2p4s4
